classificacao,marca,plataforma,preco,qtd_classificacao,titulo,url
"5,0 de 5 estrelas",Sawary,Amazon,"133,00",7,Calça Jeans Feminina Sawary Skinny Lycra Elastano Original Cintura Alta Elegante Premium,https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo3Nzg5NTUwMjc3NTc4NjAwOjE3MjgxNDM0OTU6c3BfbXRmX2Jyb3dzZTozMDAxNTE4NTE0NDc3MDI6OjA6Og&url=%2FFeminina-Sawary-Elastano-Original-Elegante%2Fdp%2FB0CY3PKBMP%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE%26dib_tag%3Dse%26qid%3D1728143495%26s%3Dapparel%26sr%3D1-21-spons%26ufe%3Dapp_do%253Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1
"4,0 de 5 estrelas",Sawary,Amazon,"139,00",1,Calça Jeans Feminina Sawary Heart Premium Elastano Lycra Bonita Confortável,https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo3Nzg5NTUwMjc3NTc4NjAwOjE3MjgxNDM0OTU6c3BfbXRmX2Jyb3dzZTozMDAwMTc3MzQ1NjI4MDI6OjA6Og&url=%2FFeminina-Sawary-Elastano-Confort%25C3%25A1vel-numeric_38%2Fdp%2FB0CCC5DYL3%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE%26dib_tag%3Dse%26qid%3D1728143495%26s%3Dapparel%26sr%3D1-22-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1
"5,0 de 5 estrelas",Sawary,Amazon,"139,00",5,Calça Jeans Feminina Reta Sawary Premium Com Lycra Elastano Original Moda Feminina,https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo3Nzg5NTUwMjc3NTc4NjAwOjE3MjgxNDM0OTU6c3BfbXRmX2Jyb3dzZTozMDAxMjYxNzEwMjMyMDI6OjA6Og&url=%2FFeminina-Sawary-Premium-Elastano-Original%2Fdp%2FB0CT486PCW%2Fref%3Dsr_1_23_sspa%3Fdib%3DeyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE%26dib_tag%3Dse%26qid%3D1728143495%26s%3Dapparel%26sr%3D1-23-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1
"3,7 de 5 estrelas",Sawary,Amazon,"139,00",10,Calça Jeans Feminina Sawary Levanta Bumbum Elastano Lycra Confortável Moda Feminina Bonita,https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo3Nzg5NTUwMjc3NTc4NjAwOjE3MjgxNDM0OTU6c3BfbXRmX2Jyb3dzZTozMDAwMjQ0NjMwODgyMDI6OjA6Og&url=%2FFeminina-Sawary-Elastano-Confort%25C3%25A1vel-numeric_36%2Fdp%2FB0CDK8SGG9%2Fref%3Dsr_1_24_sspa%3Fdib%3DeyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE%26dib_tag%3Dse%26qid%3D1728143495%26s%3Dapparel%26sr%3D1-24-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1
"4,2 de 5 estrelas",Fashion Jeans,Amazon,"99,90",167,Calça Jeans Feminina Empina Bumbum Skinny Cós Alto,https://www.amazon.com.br/Jeans-Feminina-Empina-Bumbum-Skinny/dp/B097KXHHKP/ref=sr_1_25?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-25
"5,0 de 5 estrelas",Genérico,Amazon,"89,90",2,Calça Feminina Flare Jeans Levanta Bumbum com Elastano,https://www.amazon.com.br/Cal%C3%A7a-Feminina-Levanta-Bumbum-Elastano/dp/B0CJSLGM97/ref=sr_1_26?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-26
"5,0 de 5 estrelas",Patria Brasil Jeans,Amazon,"99,90",1,Calça Jeans Feminina Skinny com Power Lycra Empina Bumbum,https://www.amazon.com.br/Jeans-Feminina-Skinny-Num%C3%A9rico-Regular/dp/B0CKDGHKMW/ref=sr_1_27?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-27
"4,4 de 5 estrelas",Patria Brasil Jeans,Amazon,"99,90",14,Calça Jeans Feminina Cintura Alta Skinny com Elastano Empina Bumbum Hot Pants,https://www.amazon.com.br/Jeans-Feminina-Cintura-Elastano-Num%C3%A9rico/dp/B0CJWZNYTX/ref=sr_1_28?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-28
"5,0 de 5 estrelas",HNO Jeans,Amazon,"99,90",2,Calça Jeans HNO Jeans Flare Classic com Elastano Azul Escuro,https://www.amazon.com.br/Jeans-HNO-Classic-Elastano-Escuro/dp/B0CS7LH1LR/ref=sr_1_29?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-29
"4,1 de 5 estrelas",Patria Brasil Jeans,Amazon,"99,90",21,Calça Jeans Feminina Cós Alto Empina Bumbum com Elastano Premium,https://www.amazon.com.br/Jeans-Feminina-Elastano-Premium-Num%C3%A9rico/dp/B0CJWRQ5WH/ref=sr_1_30?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-30
"4,6 de 5 estrelas",HNO Jeans,Amazon,"99,99",20,Calça Jeans HNO Jeans Reta Lisa Basic Azul Claro,https://www.amazon.com.br/Cal%C3%A7a-Jeans-HNO-Basic-Claro/dp/B0BRNLKHW5/ref=sr_1_31?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-31
"5,0 de 5 estrelas",Pthirillo,Amazon,"54,99",1,1 JEANS Calça Feminina Flare Jeans Preto REF 3563A,https://www.amazon.com.br/JEANS-Cal%C3%A7a-Feminina-Flare-Tamanho/dp/B0CJWN9T3H/ref=sr_1_32?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-32
0,Yoyorule,Amazon,"97,16",0,Calça jeans feminina Soild Destroyed flare cintura elástica bainha inferior de sino calça social casual para mulheres abaixo,https://www.amazon.com.br/Yoyorule-feminina-Destroyed-el%C3%A1stica-Azul-escuro/dp/B0BS45SF81/ref=sr_1_33?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-33
"5,0 de 5 estrelas",Genérico,Amazon,"79,90",1,Calça Jeans Feminina Plus Size Flare Cintura Alta Com Lycra Azul Detalhe Desfiado,https://www.amazon.com.br/Cal%C3%A7a-Feminina-Cintura-Detalhe-Desfiado/dp/B0D4JF31HZ/ref=sr_1_34?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-34
"4,8 de 5 estrelas",Reserva,Amazon,"190,32",6,"Calça Jeans Skinny Canedo, Indigo, 40",https://www.amazon.com.br/Cal%C3%A7a-Jeans-Skinny-Canedo-Indigo/dp/B08W8JCJRY/ref=sr_1_35?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-35&ufe=app_do%3Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d
"5,0 de 5 estrelas",Sawary,Amazon,"133,00",7,Calça Jeans Feminina Sawary Skinny Lycra Elastano Original Cintura Alta Elegante Premium,https://www.amazon.com.br/Feminina-Sawary-Elastano-Original-Elegante/dp/B0CY3GZGRX/ref=sr_1_36?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-36&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e
"4,6 de 5 estrelas",Sawary,Amazon,"129,00",6,"Jeans Calça Boot Cut Feminina,Indígo, 42",https://www.amazon.com.br/Sawary-Jeans-Cal%C3%A7a-Feminina-Ind%C3%ADgo/dp/B09TWW71P2/ref=sr_1_37?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-37&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e
"4,2 de 5 estrelas",Sawary,Amazon,"135,90",29,Calça Sarja Sawary Skinny - 265658,https://www.amazon.com.br/Cal%C3%A7a-Skinny-Sawary-Feminina-Preta/dp/B09V3784LW/ref=sr_1_38?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-38&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e
"5,0 de 5 estrelas",Genérico,Amazon,"79,90",1,Calça Jeans Feminina Plus Size Flare Cintura Alta Com Lycra Azul Marinho Tradicional,https://www.amazon.com.br/Cal%C3%A7a-Feminina-Cintura-Marinho-Tradicional/dp/B0D4THYYG8/ref=sr_1_39?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-39
"5,0 de 5 estrelas",Fase 1 Jeans,Amazon,"99,90",3,CALÇA JEANS FEMININA FLARE - E22602337B,https://www.amazon.com.br/CAL%C3%87A-JEANS-FEMININA-FLARE-E22602337B/dp/B0C9P3B8DB/ref=sr_1_40?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-40
"4,6 de 5 estrelas",Sawary,Amazon,"129,00",10,"Jeans Calça Boot Cut Feminina,Indígo, 44",https://www.amazon.com.br/Sawary-Jeans-Cal%C3%A7a-Feminina-Ind%C3%ADgo/dp/B09TWWLPR3/ref=sr_1_41?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-41&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e
"4,3 de 5 estrelas",Lee,Amazon,"356,57",147,Jeans Lee,https://www.amazon.com.br/Lee-feminina-movimento-liberdade-Medium/dp/B073S8943X/ref=sr_1_42?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-42&ufe=app_do%3Aamzn1.fos.4bb5663b-6f7d-4772-84fa-7c7f565ec65b
"4,5 de 5 estrelas",O Rei do Brás,Amazon,"125,00",2,Calça Jeans Feminina Wide Leg O Rei do Brás,https://www.amazon.com.br/Feminina-Rei-Br%C3%A1s-Num%C3%A9rico-Regular/dp/B0CWPHP1KL/ref=sr_1_43?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-43&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e
0,Guria do Sul,Amazon,"119,90",0,Calça Jeans Feminina Super Lycra Skinny Cintura Alta Slim,https://www.amazon.com.br/Feminina-Skinny-Cintura-Num%C3%A9rico-Regular/dp/B0D4WYYC7S/ref=sr_1_44?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-44&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e
"5,0 de 5 estrelas",Almix,Amazon,"89,90",3,Calça Jeans Feminina Plus Size Elastano Almix,https://www.amazon.com.br/Cal%C3%A7a-Jeans-Feminina-Elastano-Almix/dp/B0D27GYHVN/ref=sr_1_45?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-45
