classificacao,marca,plataforma,preco,qtd_classificacao,titulo,url
0,Audax Jeans Wear,Amazon,"89,99",0,Calça Jeans MOM Feminina Cintura Alta Empina Bumbum 100% Algodão,https://www.amazon.com.br/Jeans-Feminina-Cintura-Algod%C3%A3o-Num%C3%A9rico/dp/B0CP3XNTBQ/ref=sr_1_57?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-57
"5,0 de 5 estrelas",Fase 1 Jeans,Amazon,"79,90",1,CALÇA JEANS FEMININA FLARE - E22602337A,https://www.amazon.com.br/CAL%C3%87A-JEANS-FEMININA-FLARE-E22602337A/dp/B0C9R43FFC/ref=sr_1_58?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-58
"4,0 de 5 estrelas",Calvin Klein,Amazon,"236,01",103,Jeans skinny feminino de cintura alta,https://www.amazon.com.br/Calvin-Klein-skinny-feminino-cintura/dp/B0BHMWS8G7/ref=sr_1_59?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-59&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74
0,Guria do Sul,Amazon,"89,90",0,Calça Jeans Preta Feminina Super Lycra Skinny Cintura Alta,https://www.amazon.com.br/Feminina-Skinny-Cintura-Num%C3%A9rico-Regular/dp/B0D4WGRDCR/ref=sr_1_60?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-60
"5,0 de 5 estrelas",Sawary,Amazon,"126,00",2,"Jeans Calça Boot Cut Feminina, Preta, 40",https://www.amazon.com.br/Sawary-Jeans-Cal%C3%A7a-Feminina-Preta/dp/B09TWXK3M4/ref=sr_1_61?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-61&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
"3,8 de 5 estrelas",Kaena,Amazon,"65,90",23,Calça Flare Feminina Jeans Com Licra Cintura Alta Com Efeito Levanta Bumbum Azul Marinho Stone,https://www.amazon.com.br/Feminina-Cintura-Efeito-Levanta-Bumbum/dp/B0BJXWX7HW/ref=sr_1_62?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-62
"4,5 de 5 estrelas",Sawary,Amazon,"128,00",2,"Jeans Calça Boot Cut Feminina, Preta, 48",https://www.amazon.com.br/Sawary-Jeans-Cal%C3%A7a-Feminina-Preta/dp/B09TWX3D1L/ref=sr_1_63?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-63&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
"4,8 de 5 estrelas",HNO Jeans,Amazon,"99,99",6,Calça Jeans HNO Jeans Capri Skinny Elastano Azul,https://www.amazon.com.br/Cal%C3%A7a-Jeans-HNO-Skinny-Elastano/dp/B0CT41QDQK/ref=sr_1_64?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-64
"4,6 de 5 estrelas",Hering,Amazon,"149,90",35,"Jeans Skinny, Hering, Feminino",https://www.amazon.com.br/Cal%C3%A7a-Feminina-Hering-Azul-escuro/dp/B0B88T73MZ/ref=sr_1_65?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-65&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e
0,R-Sete Jeans,Amazon,"156,05",0,Calça Jeans R7Jeans Feminina Mom 100% Algodão Delavê,https://www.amazon.com.br/Jeans-R7Jeans-Feminina-Algod%C3%A3o-Tamanho/dp/B0BZ91KYYH/ref=sr_1_66?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-66&ufe=app_do%3Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d
"4,0 de 5 estrelas",Sawary,Amazon,"129,00",9,"Jeans Calça Boot Cut Feminina, Indígo, 40",https://www.amazon.com.br/Sawary-Jeans-Cal%C3%A7a-Feminina-Ind%C3%ADgo/dp/B09TWY7W8F/ref=sr_1_67?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-67&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e
0,Generic,Amazon,"131,58",0,"Calça jeans feminina de cintura alta, gótica, folgada, casual, estilo urbano, short alto",https://www.amazon.com.br/feminina-cintura-g%C3%B3tica-folgada-casual/dp/B0BQ22Y151/ref=sr_1_68?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-68&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e
"4,0 de 5 estrelas",Sawary,Amazon,"139,00",1,Calça Jeans Feminina Sawary Heart Premium Elastano Lycra Bonita Confortável,https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTozNTExMzU3NTU1NTczODk6MTcyODE0MzUwMTpzcF9tdGZfYnJvd3NlOjMwMDAxNzczNDU2MjgwMjo6MDo6&url=%2FFeminina-Sawary-Elastano-Confort%25C3%25A1vel-numeric_38%2Fdp%2FB0CCC5DYL3%2Fref%3Dsr_1_69_sspa%3Fdib%3DeyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs%26dib_tag%3Dse%26qid%3D1728143500%26s%3Dapparel%26sr%3D1-69-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1
"5,0 de 5 estrelas",Sawary,Amazon,"133,00",7,Calça Jeans Feminina Sawary Skinny Lycra Elastano Original Cintura Alta Elegante Premium,https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTozNTExMzU3NTU1NTczODk6MTcyODE0MzUwMTpzcF9tdGZfYnJvd3NlOjMwMDE1MTg1MTQ0NzcwMjo6MDo6&url=%2FFeminina-Sawary-Elastano-Original-Elegante%2Fdp%2FB0CY3PKBMP%2Fref%3Dsr_1_70_sspa%3Fdib%3DeyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs%26dib_tag%3Dse%26qid%3D1728143500%26s%3Dapparel%26sr%3D1-70-spons%26ufe%3Dapp_do%253Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1
"4,4 de 5 estrelas",Genérico,Amazon,"80,90",118,Calça Jeans Skinny Feminina Cintura Alta Com Elastano Empina Levanta Bumbum Calças Premium,https://www.amazon.com.br/gp/bestsellers/fashion/17682117011/ref=sr_bs_22_17682117011_1
"3,7 de 5 estrelas",Sawary,Amazon,"139,00",10,Calça Jeans Feminina Sawary Levanta Bumbum Elastano Lycra Confortável Moda Feminina Bonita,https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTozNTExMzU3NTU1NTczODk6MTcyODE0MzUwMTpzcF9tdGZfYnJvd3NlOjMwMDAyNDQ2MzA4ODIwMjo6MDo6&url=%2FFeminina-Sawary-Elastano-Confort%25C3%25A1vel-numeric_36%2Fdp%2FB0CDK8SGG9%2Fref%3Dsr_1_72_sspa%3Fdib%3DeyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs%26dib_tag%3Dse%26qid%3D1728143500%26s%3Dapparel%26sr%3D1-72-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1
"4,4 de 5 estrelas",AMRSPENG,Amazon,"394,12",469,Calça jeans feminina forrada com lã de inverno forrada com flanela grossa e elástica quente,https://www.amazon.com.br/AMRSPENG-feminina-forrada-inverno-A_azul-marinho/dp/B0B2WCKRF5/ref=sr_1_73?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-73&ufe=app_do%3Aamzn1.fos.4bb5663b-6f7d-4772-84fa-7c7f565ec65b
0,Sawary,Amazon,"128,50",0,"Calça Plus Size, Indígo, 48 - Sawary Jeans, Feminino",https://www.amazon.com.br/Cal%C3%A7a-Plus-Sawary-Feminina-Ind%C3%ADgo/dp/B09TWXX7FH/ref=sr_1_74?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-74&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e
"4,6 de 5 estrelas",Sawary,Amazon,"139,00",13,Calça Jeans Feminina Sawary Boca de Sino Flare Boot Cut Lycra Elastano Confortável Moda Feminina Roupas Femininas,https://www.amazon.com.br/Feminina-Sawary-Confort%C3%A1vel-Femininas-numeric_42/dp/B0CFCXZDPG/ref=sr_1_75?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-75&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
0,Generic,Amazon,Preço não disponível,0,Calça jeans jeans feminina elástica com botão bordado cintura flare saia jeans feminina envelhecida,https://www.amazon.com.br/feminina-el%C3%A1stica-bordado-cintura-envelhecida/dp/B0BP2KMYTT/ref=sr_1_76?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-76
0,3i,Amazon,"22,00",0,Tatuagem temporária umbigo cintura alta destaque pernas cor:Claro,https://www.amazon.com.br/3i-Tatuagem-tempor%C3%A1ria-cintura-destaque/dp/B0CSPJNDFT/ref=sr_1_77?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-77
0,Patria Brasil Jeans,Amazon,"99,90",0,Calça Jeans Flare Feminina Cintura Alta Com Elastano,https://www.amazon.com.br/Jeans-Feminina-Cintura-Elastano-Num%C3%A9rico/dp/B0D8WT1KLT/ref=sr_1_78?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-78
"3,3 de 5 estrelas",Smmart,Amazon,"20,93",19,"Smmart, 61388, Caixa Reforçada, 62 Peças, Material Dourado",https://www.amazon.com.br/Smmart-61388-Material-Madeira-Multicor/dp/B07DMLSSQG/ref=sr_1_79?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-79
"5,0 de 5 estrelas",HNO Jeans,Amazon,"99,90",2,Calça Jeans HNO Jeans Flare Com Barra Desfiada Azul,https://www.amazon.com.br/Cal%C3%A7a-Jeans-HNO-Flare-Desfiada/dp/B0CT448BS9/ref=sr_1_80?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-80
"5,0 de 5 estrelas",Genérico,Amazon,"82,90",2,Calça Jeans Feminina Plus Size Flare Cintura Alta Com Lycra Azul Claro,https://www.amazon.com.br/Cal%C3%A7a-Jeans-Feminina-Flare-Cintura/dp/B0D3BH39B8/ref=sr_1_81?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-81
